,url_length,domain_length,subdomain_length,path_length,._count,-_count,__count,/_count,?_count,=_count,@_count,digit_count,letter_count,special_char_count,digit_ratio,letter_ratio,has_ip,entropy,word_count,keyword_count,suspicious_tld,https,Target
15,15,7,3,15,2,0,0,0,0,0,0,2,11,2,0.13333333333333333,0.7333333333333333,0,3.1898980954642875,3,0,0,0,1
16,41,12,0,41,1,0,0,5,0,0,0,1,34,6,0.024390243902439025,0.8292682926829268,0,3.9067241154628634,6,0,0,0,0
17,55,13,3,55,3,4,0,3,0,0,0,4,41,10,0.07272727272727272,0.7454545454545455,0,4.483467386520039,10,0,0,0,0
18,17,9,3,17,2,0,0,0,0,0,0,0,15,2,0.0,0.8823529411764706,0,3.3371753411230767,3,0,0,0,1
19,29,8,13,29,3,0,0,0,0,0,0,0,26,3,0.0,0.896551724137931,0,3.948859340762045,4,0,0,0,1
20,62,15,3,62,3,3,0,3,0,0,0,6,47,9,0.0967741935483871,0.7580645161290323,0,4.371309770267236,10,0,0,0,0
21,10,7,0,10,1,0,0,0,0,0,0,0,9,1,0.0,0.9,0,3.1219280948873624,2,0,0,0,1
22,33,14,14,33,2,3,0,0,0,0,0,3,25,5,0.09090909090909091,0.7575757575757576,0,3.98319563424773,6,0,0,0,1
23,28,8,16,28,2,0,0,0,0,0,0,0,26,2,0.0,0.9285714285714286,0,3.437193208607594,3,0,0,0,1
24,64,8,3,64,3,1,0,3,0,0,0,2,55,7,0.03125,0.859375,0,4.119096930547732,8,0,0,0,0
25,72,22,3,72,3,2,0,3,0,0,0,5,59,8,0.06944444444444445,0.8194444444444444,0,4.381478390740808,9,0,0,0,0
26,50,14,8,28,2,0,0,1,1,2,0,0,42,8,0.0,0.84,0,4.24637013015618,7,0,0,0,0
27,15,7,3,15,2,0,0,0,0,0,0,2,11,2,0.13333333333333333,0.7333333333333333,0,3.640223928941852,3,0,0,0,1
28,40,4,3,32,3,0,0,3,1,1,0,4,28,8,0.1,0.7,0,4.246439344671016,9,0,0,0,0
29,66,8,0,66,1,4,0,3,0,0,0,0,58,8,0.0,0.8787878787878788,0,4.003047287933802,9,0,0,0,0
30,80,10,20,51,2,2,1,2,1,2,0,13,56,11,0.1625,0.7,0,4.773299152238229,12,0,0,0,0
31,48,13,3,48,2,2,0,1,0,0,0,0,43,5,0.0,0.8958333333333334,0,3.938388283228294,6,0,0,0,0
32,14,10,0,14,1,0,0,0,0,0,0,0,13,1,0.0,0.9285714285714286,0,3.6644977792004614,2,0,0,0,1
33,16,12,0,16,1,0,0,0,0,0,0,0,15,1,0.0,0.9375,0,3.75,2,0,0,0,1
34,26,11,10,26,3,1,0,0,0,0,0,1,21,4,0.038461538461538464,0.8076923076923077,0,3.873140679513133,5,0,0,0,1
35,43,5,3,43,3,1,0,2,0,0,0,8,29,6,0.18604651162790697,0.6744186046511628,0,4.425810103338054,7,0,0,0,0
36,36,8,14,36,2,0,0,3,0,0,0,6,25,5,0.16666666666666666,0.6944444444444444,0,4.273684376262023,5,0,0,0,0
37,23,6,12,23,2,0,0,0,0,0,0,0,21,2,0.0,0.9130434782608695,0,3.7081320646586016,3,0,0,0,1
38,65,13,8,65,2,3,0,5,0,0,0,8,47,10,0.12307692307692308,0.7230769230769231,0,4.654770074727207,10,0,0,0,0
39,20,13,0,20,1,1,0,0,0,0,0,2,16,2,0.1,0.8,0,3.8841837197791893,3,0,0,0,1
40,11,7,0,11,1,0,0,0,0,0,0,0,10,1,0.0,0.9090909090909091,0,3.095795255000934,2,0,0,0,1
41,19,15,0,19,1,0,0,0,0,0,0,0,18,1,0.0,0.9473684210526315,0,3.391892644680932,2,0,0,0,1
42,83,7,7,83,3,5,0,1,0,0,0,7,67,9,0.08433734939759036,0.8072289156626506,0,4.508966734098471,10,0,0,0,0
43,38,6,0,38,1,2,0,2,0,0,0,0,33,5,0.0,0.868421052631579,0,4.221097250057957,6,0,0,0,0
44,71,14,3,45,3,1,0,2,1,2,0,17,44,10,0.23943661971830985,0.6197183098591549,0,4.825252753063728,11,0,0,0,0
45,35,16,0,35,1,0,0,5,0,0,0,11,18,6,0.3142857142857143,0.5142857142857142,0,4.240156860408859,6,0,0,0,0
46,53,18,2,53,2,0,0,3,0,0,0,0,48,5,0.0,0.9056603773584906,0,4.033761021698655,6,0,0,0,0
47,33,8,18,33,3,1,0,0,0,0,0,0,29,4,0.0,0.8787878787878788,0,3.763646770676926,5,0,0,0,1
48,27,6,16,27,2,0,0,0,0,0,0,0,25,2,0.0,0.9259259259259259,0,3.9582291686698783,3,0,0,0,1
49,25,5,15,25,3,1,0,0,0,0,0,4,17,4,0.16,0.68,0,3.863465189601647,5,0,0,0,1
50,27,12,3,27,2,0,0,1,0,0,0,0,24,3,0.0,0.8888888888888888,0,3.4541684103574037,4,0,0,0,0
51,65,10,0,65,1,4,0,2,0,0,0,4,54,7,0.06153846153846154,0.8307692307692308,0,4.411548976040183,8,0,0,0,0
52,29,12,11,29,2,0,0,1,0,0,0,0,26,3,0.0,0.896551724137931,0,3.8833374604210062,3,0,0,0,1
53,27,8,11,27,3,1,0,0,0,0,0,0,23,4,0.0,0.8518518518518519,0,3.8380398168981547,5,0,0,0,1
54,111,5,5,84,3,10,4,2,1,1,0,13,77,21,0.11711711711711711,0.6936936936936937,0,4.833037890720087,21,0,0,0,0
55,27,8,15,27,2,0,0,0,0,0,0,0,25,2,0.0,0.9259259259259259,0,3.736006946447656,3,0,0,0,1
56,23,9,10,23,2,0,1,0,0,0,0,0,20,3,0.0,0.8695652173913043,0,3.6753108689123635,4,0,0,0,1
57,28,8,16,28,2,2,0,0,0,0,0,0,24,4,0.0,0.8571428571428571,0,3.865764637179023,5,0,0,0,1
58,24,8,12,24,2,0,0,0,0,0,0,0,22,2,0.0,0.9166666666666666,0,3.7406015629507223,3,0,0,0,1
59,56,8,22,56,2,0,0,2,0,0,0,14,38,4,0.25,0.6785714285714286,0,4.711210672320923,5,0,0,0,0
60,31,8,16,31,3,2,0,0,0,0,0,0,26,5,0.0,0.8387096774193549,0,3.7554460052665473,6,0,0,0,1
61,31,14,0,31,1,0,0,3,0,0,0,0,27,4,0.0,0.8709677419354839,0,4.082597923010944,4,0,0,0,0
62,45,6,0,45,1,0,3,2,0,0,0,15,24,6,0.3333333333333333,0.5333333333333333,0,4.491418651692922,6,0,0,0,0
63,33,13,3,33,3,0,0,3,0,0,0,0,27,6,0.0,0.8181818181818182,0,3.9603202553942918,6,0,0,0,0
64,86,26,0,41,2,4,1,1,1,3,0,2,70,14,0.023255813953488372,0.813953488372093,0,4.504469482641809,15,0,0,0,0
65,42,8,30,42,2,4,0,0,0,0,0,0,36,6,0.0,0.8571428571428571,0,4.111973672521205,7,0,0,0,1
66,133,8,3,26,3,2,0,1,1,8,0,6,105,22,0.045112781954887216,0.7894736842105263,0,4.566315116720549,23,0,0,0,0
67,29,9,0,29,1,0,0,3,0,0,0,0,25,4,0.0,0.8620689655172413,0,3.8833374604210062,4,0,0,0,0
68,122,17,3,122,2,14,0,5,0,0,0,16,85,21,0.13114754098360656,0.6967213114754098,0,4.612927341160608,21,0,0,0,0
69,22,8,10,22,2,0,0,0,0,0,0,0,20,2,0.0,0.9090909090909091,0,3.550340709546388,3,0,0,0,1
70,16,8,3,16,2,0,0,0,0,0,0,2,12,2,0.125,0.75,0,3.625,3,0,0,0,1
71,18,8,6,18,2,0,0,0,0,0,0,0,16,2,0.0,0.8888888888888888,0,3.8365916681089787,3,0,0,0,1
72,40,12,2,40,3,1,0,2,0,0,0,0,34,6,0.0,0.85,0,3.671527784112275,7,0,0,0,1
73,27,8,11,27,3,0,0,0,0,0,0,3,21,3,0.1111111111111111,0.7777777777777778,0,3.7504647066537,4,0,0,0,1
74,27,10,12,27,3,0,0,0,0,0,0,0,24,3,0.0,0.8888888888888888,0,3.6339740759971573,4,0,0,0,1
75,75,8,14,75,3,6,0,3,0,0,0,13,50,12,0.17333333333333334,0.6666666666666666,0,4.6969006506348,13,0,0,0,0
76,73,8,10,73,3,5,0,3,0,0,0,6,56,11,0.0821917808219178,0.7671232876712328,0,4.432908896023428,12,0,0,0,0
77,60,9,0,60,1,4,0,5,0,0,0,0,50,10,0.0,0.8333333333333334,0,4.290328621280336,10,0,0,0,0
78,25,9,11,25,2,1,0,0,0,0,0,0,22,3,0.0,0.88,0,3.893660689688186,4,0,0,0,1
79,17,14,0,17,1,1,0,0,0,0,0,0,15,2,0.0,0.8823529411764706,0,3.4045428133422915,3,0,0,0,1
80,26,8,14,26,2,1,0,0,0,0,0,0,23,3,0.0,0.8846153846153846,0,3.825251737288651,4,0,0,0,1
81,36,11,3,36,2,0,0,2,0,0,0,7,25,4,0.19444444444444445,0.6944444444444444,0,3.9403510429286897,5,0,0,0,0
82,21,8,9,21,2,0,0,0,0,0,0,0,19,2,0.0,0.9047619047619048,0,3.535174565635903,3,0,0,0,1
83,53,7,0,11,1,4,0,1,1,2,0,8,35,10,0.1509433962264151,0.660377358490566,0,4.368692152349846,10,0,0,0,0
84,18,7,6,18,2,0,0,0,0,0,0,0,16,2,0.0,0.8888888888888888,0,3.5032583347756456,3,0,0,0,1
85,89,10,0,89,2,7,0,4,0,0,0,3,73,13,0.033707865168539325,0.8202247191011236,0,4.172905235454588,14,0,0,0,0
86,58,8,14,58,3,1,0,3,0,0,0,6,45,7,0.10344827586206896,0.7758620689655172,0,4.290845598755484,8,0,0,0,0
87,14,7,3,14,2,0,0,0,0,0,0,2,10,2,0.14285714285714285,0.7142857142857143,0,3.1820058147602133,3,0,0,0,1
88,29,8,17,29,2,0,0,0,0,0,0,4,23,2,0.13793103448275862,0.7931034482758621,0,4.0472990984266435,3,0,0,0,1
89,51,9,6,31,3,1,0,1,1,2,0,0,42,9,0.0,0.8235294117647058,0,4.301520499601032,10,0,0,0,0
90,33,9,3,33,2,0,0,2,0,0,0,4,25,4,0.12121212121212122,0.7575757575757576,0,4.18788919491935,5,0,0,0,0
91,71,10,3,71,2,3,0,4,0,0,0,2,58,11,0.028169014084507043,0.8169014084507042,0,4.22307123894875,11,0,0,0,0
92,94,10,0,94,1,11,0,2,0,0,0,0,80,14,0.0,0.851063829787234,0,4.007066440086012,15,0,0,0,0
93,44,6,3,44,3,0,0,4,0,0,0,0,37,7,0.0,0.8409090909090909,0,4.049452072789394,8,0,0,0,0
94,28,6,17,28,4,0,0,0,0,0,0,0,24,4,0.0,0.8571428571428571,0,3.4677201004744993,5,0,0,0,1
95,18,14,0,18,1,0,0,0,0,0,0,0,17,1,0.0,0.9444444444444444,0,3.8365916681089787,2,0,0,0,1
96,135,9,4,42,5,2,4,4,1,3,0,1,112,22,0.007407407407407408,0.8296296296296296,0,4.473901684448135,21,0,0,0,0
97,100,20,3,44,3,2,1,2,1,4,0,10,74,16,0.1,0.74,0,4.663563380781241,17,0,0,0,0
98,10,7,0,10,1,0,0,0,0,0,0,0,9,1,0.0,0.9,0,2.8464393446710154,2,0,0,0,1
99,147,11,23,46,3,1,0,1,1,5,0,9,119,19,0.061224489795918366,0.8095238095238095,0,4.8624727747477685,19,0,0,0,1
100,58,16,3,58,2,2,0,3,0,0,0,0,51,7,0.0,0.8793103448275862,0,4.062926961705939,7,0,0,0,0
101,26,8,14,26,2,2,0,0,0,0,0,0,22,4,0.0,0.8461538461538461,0,3.4830749314332756,5,0,0,0,1
102,67,9,4,67,2,0,0,2,0,0,0,15,33,19,0.22388059701492538,0.4925373134328358,0,3.927665408410237,19,0,0,0,0
103,32,8,19,32,2,0,0,0,0,0,0,0,30,2,0.0,0.9375,0,3.9917292966721747,3,0,0,0,1
104,21,8,9,21,2,0,0,0,0,0,0,0,19,2,0.0,0.9047619047619048,0,3.594465636961452,3,0,0,0,1
105,13,5,3,13,2,0,0,0,0,0,0,0,11,2,0.0,0.8461538461538461,0,3.546593564294939,3,0,0,0,1
106,51,20,0,51,2,2,2,1,0,0,0,2,42,7,0.0392156862745098,0.8235294117647058,0,4.2354799985372935,8,0,0,0,0
107,18,7,6,18,2,0,0,0,0,0,0,4,12,2,0.2222222222222222,0.6666666666666666,0,3.6835423624332306,3,0,0,0,1
108,28,8,13,28,3,0,0,0,0,0,0,0,25,3,0.0,0.8928571428571429,0,3.7264741182543757,4,0,0,0,1
109,64,3,3,64,2,0,0,2,0,0,0,41,19,4,0.640625,0.296875,0,4.263508938909887,5,0,0,0,0
110,52,8,15,52,3,1,3,1,0,0,0,8,36,8,0.15384615384615385,0.6923076923076923,0,4.444974092849856,9,0,0,0,0
111,27,7,3,27,2,0,0,3,0,0,0,5,17,5,0.18518518518518517,0.6296296296296297,0,3.9582291686698783,5,0,0,0,0
112,36,12,3,36,2,1,0,2,0,0,0,6,25,5,0.16666666666666666,0.6944444444444444,0,4.44035104292869,5,0,0,0,0
113,23,10,8,23,3,0,0,0,0,0,0,5,15,3,0.21739130434782608,0.6521739130434783,0,3.6753108689123635,4,0,0,0,1
114,68,14,0,68,2,1,2,1,0,0,0,15,47,6,0.22058823529411764,0.6911764705882353,0,4.555771989508852,7,0,0,0,0
115,24,4,3,24,2,0,0,2,0,0,0,0,20,4,0.0,0.8333333333333334,0,3.8035088547976783,5,0,0,0,0
116,15,11,0,15,1,0,0,0,0,0,0,0,14,1,0.0,0.9333333333333333,0,3.323231428797621,2,0,0,0,1
117,40,6,7,40,2,0,0,3,0,0,0,11,24,5,0.275,0.6,0,4.503055907333276,6,0,0,0,0
118,50,8,14,50,3,0,1,3,0,0,0,8,35,7,0.16,0.7,0,4.513269689515108,8,0,0,0,0
119,49,28,0,49,1,3,0,2,0,0,0,0,43,6,0.0,0.8775510204081632,0,3.9355123964112506,5,0,0,0,0
120,98,6,3,75,2,2,1,2,1,1,0,13,58,27,0.1326530612244898,0.5918367346938775,0,4.44695658932558,26,0,0,0,0
121,21,6,10,21,2,0,0,0,0,0,0,0,19,2,0.0,0.9047619047619048,0,3.6897037321995474,3,0,0,0,1
122,41,14,0,41,2,0,0,4,0,0,0,0,35,6,0.0,0.8536585365853658,0,4.113172736114331,6,0,0,0,0
123,44,9,13,44,2,1,0,3,0,0,0,11,27,6,0.25,0.6136363636363636,0,4.436260027531527,7,0,0,0,0
124,26,8,11,26,3,0,0,0,0,0,0,0,23,3,0.0,0.8846153846153846,0,3.5309638736577575,4,0,0,0,1
125,11,7,0,11,1,0,0,0,0,0,0,4,6,1,0.36363636363636365,0.5454545454545454,0,3.095795255000934,2,0,0,0,1
126,172,5,3,158,2,17,0,5,1,0,0,0,147,25,0.0,0.8546511627906976,0,4.417268750554181,26,0,0,0,0
127,87,9,14,87,2,7,0,5,0,0,0,8,65,14,0.09195402298850575,0.7471264367816092,0,4.413318641756874,14,0,0,0,0
128,34,8,21,34,2,4,0,0,0,0,0,3,25,6,0.08823529411764706,0.7352941176470589,0,4.124083797069061,7,0,0,0,1
129,16,8,3,16,2,0,0,0,0,0,0,1,13,2,0.0625,0.8125,0,3.1556390622295662,3,0,0,0,1
130,21,7,0,21,1,0,0,2,0,0,0,0,18,3,0.0,0.8571428571428571,0,3.6304126608739984,4,0,0,0,1
131,114,12,3,114,3,8,0,4,0,0,0,7,92,15,0.06140350877192982,0.8070175438596491,0,4.452297669115271,16,0,0,0,0
132,75,8,11,75,3,6,0,3,0,0,0,6,57,12,0.08,0.76,0,4.469201898373149,13,0,0,0,0
133,63,13,11,63,3,3,0,3,0,0,0,19,35,9,0.30158730158730157,0.5555555555555556,0,4.4068720350944,10,0,0,0,0
134,54,16,0,54,3,1,0,5,0,0,0,0,45,9,0.0,0.8333333333333334,0,4.372865456180308,10,0,0,0,1
135,27,8,11,27,3,0,0,0,0,0,0,1,23,3,0.037037037037037035,0.8518518518518519,0,3.930270372293453,4,0,0,0,1
136,52,6,0,52,1,0,2,6,0,0,0,6,37,9,0.11538461538461539,0.7115384615384616,0,4.366130526116974,9,0,0,0,0
137,52,4,0,52,1,4,0,2,0,0,0,0,45,7,0.0,0.8653846153846154,0,4.109496334425697,8,0,0,0,1
138,33,6,22,33,2,0,0,0,0,0,0,0,31,2,0.0,0.9393939393939394,0,3.896687968421265,3,0,0,0,1
139,94,17,0,31,3,0,2,1,1,4,0,3,77,14,0.031914893617021274,0.8191489361702128,0,4.567107272754025,15,0,0,0,0
140,12,8,0,12,1,0,0,0,0,0,0,0,11,1,0.0,0.9166666666666666,0,3.084962500721156,2,0,0,0,1
141,20,8,8,20,2,0,0,0,0,0,0,0,18,2,0.0,0.9,0,3.4464393446710155,3,0,0,0,1
142,25,8,13,25,2,0,0,0,0,0,0,0,23,2,0.0,0.92,0,3.813660689688186,3,0,0,0,1
143,18,14,0,18,1,0,0,0,0,0,0,0,17,1,0.0,0.9444444444444444,0,3.350209029099897,2,0,0,0,1
144,19,12,0,19,2,0,0,0,0,0,0,0,17,2,0.0,0.8947368421052632,0,3.721611723969901,3,0,0,0,1
145,36,11,20,36,2,5,0,0,0,0,0,2,27,7,0.05555555555555555,0.75,0,4.062305474194334,6,0,0,0,1
146,21,17,0,21,1,0,0,0,0,0,0,0,20,1,0.0,0.9523809523809523,0,3.499227541723357,2,0,0,0,1
147,29,6,18,29,2,0,0,0,0,0,0,0,27,2,0.0,0.9310344827586207,0,3.9523029776623857,3,0,0,0,1
148,42,4,3,42,4,0,0,4,0,0,0,8,26,8,0.19047619047619047,0.6190476190476191,0,4.356370398866214,9,0,0,0,0
149,140,12,0,140,1,7,0,5,0,0,0,34,93,13,0.24285714285714285,0.6642857142857143,0,4.816355076064896,13,0,0,0,0
150,70,8,5,70,3,4,0,3,0,0,0,8,52,10,0.11428571428571428,0.7428571428571429,0,4.482734717428089,11,0,0,0,0
151,25,6,14,25,2,0,0,0,0,0,0,0,23,2,0.0,0.92,0,3.733660689688186,3,0,0,0,1
152,27,6,0,27,2,0,0,2,0,0,0,5,18,4,0.18518518518518517,0.6666666666666666,0,4.23636898364495,5,0,0,0,0
153,73,8,19,73,3,4,0,3,0,0,0,6,57,10,0.0821917808219178,0.7808219178082192,0,4.414168271992597,11,0,0,0,0
154,24,8,12,24,2,2,0,0,0,0,0,0,20,4,0.0,0.8333333333333334,0,4.168295834054489,5,0,0,0,1
155,26,8,14,26,2,2,0,0,0,0,0,0,22,4,0.0,0.8461538461538461,0,3.873140679513133,5,0,0,0,1
156,48,7,12,48,2,1,2,3,0,0,0,0,40,8,0.0,0.8333333333333334,0,4.2720552088742005,8,0,0,0,0
157,47,3,0,25,3,2,0,2,1,2,0,4,32,11,0.0851063829787234,0.6808510638297872,0,4.477372032888474,12,0,0,0,0
158,25,8,13,25,2,0,0,0,0,0,0,0,23,2,0.0,0.92,0,3.7532696895151085,3,0,0,0,1
159,25,8,13,25,2,1,0,0,0,0,0,0,22,3,0.0,0.88,0,3.8438561897747245,4,0,0,0,1
160,36,3,3,36,2,3,0,3,0,0,0,1,27,8,0.027777777777777776,0.75,0,4.0203672796296965,8,0,0,0,0
161,6,3,0,6,1,0,0,0,0,0,0,3,2,1,0.5,0.3333333333333333,0,2.584962500721156,2,0,0,0,1
162,17,7,0,17,1,0,0,1,0,0,0,1,14,2,0.058823529411764705,0.8235294117647058,0,3.528064311584049,3,0,0,0,1
163,35,7,23,35,4,4,0,0,0,0,0,11,16,8,0.3142857142857143,0.45714285714285713,0,4.04356873123068,9,0,0,0,1
164,22,8,10,22,2,0,0,0,0,0,0,0,20,2,0.0,0.9090909090909091,0,3.788754913993503,3,0,0,0,1
165,78,9,10,41,3,0,0,3,1,1,0,21,49,8,0.2692307692307692,0.6282051282051282,0,4.640813360210514,9,0,0,0,0
166,36,14,0,36,1,0,0,2,0,0,0,0,33,3,0.0,0.9166666666666666,0,3.80827083453526,4,0,0,0,0
167,55,9,3,55,3,3,0,2,0,0,0,13,34,8,0.23636363636363636,0.6181818181818182,0,4.6515603410261575,9,0,0,0,0
168,59,12,0,59,1,6,0,2,0,0,0,0,50,9,0.0,0.847457627118644,0,4.102425787039829,9,0,0,0,0
169,65,6,2,65,2,3,0,3,0,0,0,8,49,8,0.12307692307692308,0.7538461538461538,0,4.142416706899415,8,0,0,0,0
170,82,10,3,63,2,5,2,2,1,2,0,8,59,15,0.0975609756097561,0.7195121951219512,0,4.616476931807007,15,0,0,0,0
171,57,8,15,57,3,2,0,3,0,0,0,6,43,8,0.10526315789473684,0.7543859649122807,0,4.4551825577966575,9,0,0,0,0
172,21,8,9,21,2,0,0,0,0,0,0,2,17,2,0.09523809523809523,0.8095238095238095,0,3.7849418274376427,3,0,0,0,1
173,23,8,11,23,2,1,0,0,0,0,0,0,20,3,0.0,0.8695652173913043,0,3.8492239123906247,4,0,0,0,1
174,41,7,3,41,3,3,0,1,0,0,0,12,22,7,0.2926829268292683,0.5365853658536586,0,4.424267553240269,8,0,0,0,0
175,14,10,0,14,1,0,0,0,0,0,0,0,13,1,0.0,0.9285714285714286,0,3.3787834934861753,2,0,0,0,1
176,50,6,39,50,4,3,0,0,0,0,0,3,40,7,0.06,0.8,0,4.191272380112911,8,1,0,0,1
177,80,8,14,80,3,6,0,3,0,0,0,6,62,12,0.075,0.775,0,4.5041383698553386,13,0,0,0,0
178,70,8,3,47,2,0,2,4,1,1,0,0,60,10,0.0,0.8571428571428571,0,4.314489267807003,10,0,0,0,0
179,17,7,5,17,2,0,0,0,0,0,0,0,15,2,0.0,0.8823529411764706,0,3.616874605956222,3,0,0,0,1
180,14,10,0,14,1,0,0,0,0,0,0,0,13,1,0.0,0.9285714285714286,0,3.1820058147602133,2,0,0,0,1
181,53,8,12,53,3,2,1,3,0,0,0,10,34,9,0.18867924528301888,0.6415094339622641,0,4.316713142875063,10,0,0,0,0
182,22,8,10,22,2,0,0,0,0,0,0,0,20,2,0.0,0.9090909090909091,0,3.823067982273661,3,0,0,0,1
183,21,17,0,21,1,1,0,0,0,0,0,0,19,2,0.0,0.9047619047619048,0,3.6897037321995474,3,0,0,0,1
184,59,8,11,59,3,2,0,3,0,0,0,6,45,8,0.1016949152542373,0.7627118644067796,0,4.201990244343681,9,0,0,0,0
185,61,15,3,61,3,4,0,1,0,0,0,10,43,8,0.16393442622950818,0.7049180327868853,0,4.40788728855336,9,0,0,0,0
186,29,8,17,29,2,0,0,0,0,0,0,0,27,2,0.0,0.9310344827586207,0,3.590571081259866,3,0,0,0,1
187,30,8,14,30,3,1,0,0,0,0,0,0,26,4,0.0,0.8666666666666667,0,3.923231428797621,5,0,0,0,1
188,26,8,10,26,3,0,0,0,0,0,0,0,23,3,0.0,0.8846153846153846,0,3.825251737288651,4,0,0,0,1
189,24,8,12,24,2,0,0,0,0,0,0,0,22,2,0.0,0.9166666666666666,0,3.8553885422075336,3,0,0,0,1
190,31,7,0,17,1,0,0,1,1,1,0,1,26,4,0.03225806451612903,0.8387096774193549,0,4.079376456233206,5,0,0,0,1
191,32,14,3,32,2,0,0,2,0,0,0,0,28,4,0.0,0.875,0,3.965018266288633,5,0,0,0,0
192,49,16,3,49,2,3,0,2,0,0,0,0,42,7,0.0,0.8571428571428571,0,3.976328722941863,7,0,0,0,0
193,32,11,16,32,2,5,0,0,0,0,0,3,22,7,0.09375,0.6875,0,4.1136085007312415,6,0,0,0,1
194,15,7,3,15,2,0,0,0,0,0,0,0,13,2,0.0,0.8666666666666667,0,2.923231428797621,3,0,0,0,1
195,15,12,0,15,1,0,0,0,0,0,0,0,14,1,0.0,0.9333333333333333,0,3.0062389286533895,2,0,0,0,1
196,22,8,10,22,2,0,0,0,0,0,0,0,20,2,0.0,0.9090909090909091,0,3.8796640049025943,3,0,0,0,1
197,16,12,0,16,1,0,0,0,0,0,0,0,15,1,0.0,0.9375,0,3.452819531114783,2,0,0,0,1
198,40,8,24,40,3,4,0,0,0,0,0,0,33,7,0.0,0.825,0,3.9439427079182687,8,0,0,0,1
199,74,12,3,74,2,5,0,3,0,0,0,8,56,10,0.10810810810810811,0.7567567567567568,0,4.555699359616178,11,0,0,0,0
200,60,14,0,60,1,7,0,2,0,0,0,5,45,10,0.08333333333333333,0.75,0,4.501515280317514,11,0,0,0,0
201,23,8,11,23,2,0,0,0,0,0,0,0,21,2,0.0,0.9130434782608695,0,3.7081320646586016,3,0,0,0,1
202,40,9,0,40,1,0,0,2,0,0,0,0,35,5,0.0,0.875,0,4.027567157116929,6,0,0,0,1
203,80,11,0,80,2,10,0,2,0,0,0,4,62,14,0.05,0.775,0,4.429024590419385,14,0,0,0,0
204,51,17,3,51,2,4,0,2,0,0,0,0,43,8,0.0,0.8431372549019608,0,4.024599851436049,8,0,0,0,0
205,80,8,16,80,3,5,0,3,0,0,0,6,63,11,0.075,0.7875,0,4.623010557409426,12,0,0,0,0
206,19,8,4,19,3,0,0,0,0,0,0,0,16,3,0.0,0.8421052631578947,0,3.6421498816369042,4,0,0,0,1
207,30,8,18,30,2,0,0,0,0,0,0,0,28,2,0.0,0.9333333333333333,0,3.781076011914607,3,0,0,0,1
208,20,13,0,20,2,1,0,1,0,0,0,0,16,4,0.0,0.8,0,3.9219280948873627,4,0,0,0,1
209,21,17,0,21,1,1,0,0,0,0,0,0,19,2,0.0,0.9047619047619048,0,3.558518613048906,3,0,0,0,1
210,10,7,0,10,1,0,0,0,0,0,0,0,9,1,0.0,0.9,0,3.1219280948873624,2,0,0,0,1
211,77,12,3,77,4,5,0,3,0,0,0,8,57,12,0.1038961038961039,0.7402597402597403,0,4.388820840251683,13,0,0,0,0
212,125,17,4,125,2,11,0,5,0,0,0,8,99,18,0.064,0.792,0,4.27097612789654,18,0,0,0,0
213,19,15,0,19,1,0,0,0,0,0,0,0,18,1,0.0,0.9473684210526315,0,3.721611723969901,2,0,0,0,1
